"","xm","ym","cover","x","y","progress","flow","std_flow","conductance"
"1",396500,650500,0.0450000017881393,396.5,650.5,0.999999999999732,1.00497658525013e-12,1.19091474782132e-09,0.00291321445412086
"2",395500,649500,0.00499999988824129,395.5,649.5,0.999999999999653,1.38702217365563e-13,1.64364542060505e-10,0.00291321445412086
"3",396500,649500,0.116875000298023,396.5,649.5,0.999999999999484,3.90914680048317e-12,4.63240700770681e-09,0.00291321445412086
"4",397500,649500,0.0168750006705523,397.5,649.5,0.999999999999335,7.02219714034772e-13,8.32142585139672e-10,0.00291321445412086
"5",395500,648500,0.0981250032782555,395.5,648.5,0.999999999999329,3.96683845274619e-12,4.70077261991567e-09,0.00291321445412086
"6",396500,648500,0.0356249995529652,396.5,648.5,0.999999999998999,1.84610724334481e-12,2.18766921978774e-09,0.00291321445412086
"7",402500,648500,0.0087500000372529,402.5,648.5,0.999999999999214,1.52383585761084e-12,1.80577201769933e-09,0.00291321445412086
"8",402500,641500,0.0200000014156103,402.5,641.5,0.999999999643921,1.31963938741465e-10,1.56379564593224e-07,0.00291321445412086
"9",413500,641500,0.0287500005215406,413.5,641.5,0.999999999971905,2.50237632063437e-10,2.96535950049086e-07,0.00291321445412086
"10",402500,640500,0.111249998211861,402.5,640.5,0.999999999350455,9.08475913092916e-10,1.07655977146325e-06,0.00291321445412086
"11",403500,640500,0.03125,403.5,640.5,0.999999999405563,3.18171414853636e-10,3.77038665224288e-07,0.00291321445412086
"12",404500,640500,0.00374999991618097,404.5,640.5,0.99999999947837,4.54969182436395e-11,5.39146401140139e-08,0.00291321445412086
"13",404500,639500,0.0106250001117587,404.5,639.5,0.999999998820666,2.04317356744738e-10,2.42119624431467e-07,0.00291321445412086
"14",416500,635500,0.176874995231628,416.5,635.5,0.999999999473305,2.6883577948814e-08,3.18575078497757e-05,0.00291321445412086
"15",411500,634500,0.0112499995157123,411.5,634.5,0.999999986629637,5.71250328830033e-09,6.76941583800327e-06,0.00291321445412086
"16",412500,634500,0.0549999997019768,412.5,634.5,0.999999991723174,2.59353411202512e-08,3.07338307013357e-05,0.00291321445412086
"17",413500,634500,0.0068749999627471,413.5,634.5,0.999999994962553,2.92519326499708e-09,3.46640493981816e-06,0.00291321445412086
"18",416500,634500,0.0524999983608723,416.5,634.5,0.999999998728086,1.31558040709653e-08,1.55898568359788e-05,0.00291321445412086
"19",390500,633500,0.0068749999627471,390.5,633.5,0.99999999863534,8.38795398542992e-11,9.93987148746245e-08,0.00291321445412086
"20",391500,633500,0.0187500007450581,391.5,633.5,0.999999997655237,2.5846837645553e-10,3.06289525431791e-07,0.00291321445412086
"21",415500,633500,0.0318749994039536,415.5,633.5,0.99999999509866,1.62471109246429e-08,1.92531092700338e-05,0.00291321445412086
"22",416500,633500,0.00937500037252903,416.5,633.5,0.999999996852015,3.88233880103103e-09,4.60063906169123e-06,0.00291321445412086
"23",384500,632500,0.000624999986030161,384.5,632.5,0.999999999943819,3.73382601180726e-12,4.42464882119956e-09,0.00291321445412086
"24",385500,632500,0.0768750011920929,385.5,632.5,0.999999999908539,5.12492917861125e-10,6.073130289726e-07,0.00291321445412086
"25",386500,632500,0.00437500001862645,386.5,632.5,0.999999999853803,3.32621240887419e-11,3.94161960612112e-08,0.00291321445412086
"26",390500,632500,0.0206250008195639,390.5,632.5,0.999999998227428,3.68719039601285e-10,4.36938480466582e-07,0.00291321445412086
"27",391500,632500,0.0106250001117587,391.5,632.5,0.999999996838111,2.27303504574164e-10,2.69358609744593e-07,0.00291321445412086
"28",384500,631500,0.0768750011920929,384.5,631.5,0.999999999930983,6.9770672868347e-10,8.26794618937823e-07,0.00291321445412086
"29",385500,631500,0.355625003576279,385.5,631.5,0.99999999988884,3.61854294721531e-09,4.28803638284865e-06,0.00291321445412086
"30",386500,631500,0.0756250023841858,386.5,631.5,0.999999999819961,9.00477881614923e-10,1.06708196493474e-06,0.00291321445412086
"31",418500,626500,0.0068749999627471,418.5,626.5,0.999999629107965,4.05374084116289e-08,4.80375346295749e-05,0.00291321445412086
