"","xm","ym","cover","x","y","progress","flow","std_flow","conductance"
"1",545625,106875,0.0199999995529652,545.625,106.875,0.914466643930397,0.00692504674678652,0.0103109975453726,27.9245780275436
"2",545875,106875,0.189999997615814,545.875,106.875,0.906447610461261,0.0675785109211109,0.100620528020385,27.9245780275436
"3",544375,106625,0.109999999403954,544.375,106.625,0.947974915696627,0.033623960297551,0.0500641489899885,27.9245780275436
"4",544625,106625,0.0199999995529652,544.625,106.625,0.942559715665527,0.00645029084778425,0.0096041132327815,27.9245780275436
"5",545375,106625,0.230000004172325,545.375,106.625,0.922978110545159,0.0839157434077105,0.124945730466951,27.9245780275436
"6",545625,106625,0.340000003576279,545.625,106.625,0.915333441412687,0.128107930973478,0.190745363910108,27.9245780275436
"7",545875,106625,0.28999999165535,545.875,106.625,0.907086320338516,0.112272519169837,0.167167343687634,27.9245780275436
"8",546375,106625,0.150000005960464,546.375,106.625,0.888668892606155,0.0605207258289937,0.0901118906896184,27.9245780275436
"9",548625,106625,0.319999992847443,548.625,106.625,0.785344316815142,0.121068791963419,0.180264489526416,27.9245780275436
"10",548875,106625,0.0599999986588955,548.875,106.625,0.773534626254768,0.0223100107209174,0.0332183267769799,27.9245780275436
"11",544125,106375,0.0900000035762787,544.125,106.375,0.954493332173039,0.0279779038151832,0.0416574946150206,27.9245780275436
"12",544375,106375,0.259999990463257,544.375,106.375,0.94954351456414,0.0856389692197932,0.127511514896746,27.9245780275436
"13",544875,106375,0.150000005960464,544.875,106.375,0.937949793136072,0.0546713171134261,0.0814024564989991,27.9245780275436
"14",545125,106375,0.740000009536743,545.125,106.375,0.931286735813811,0.281129156245261,0.418585194579759,27.9245780275436
"15",545375,106375,0.990000009536743,545.375,106.375,0.924043859269239,0.389886184767561,0.580518174260485,27.9245780275436
"16",545625,106375,0.550000011920929,545.625,106.375,0.916186123587961,0.223895956831893,0.333368242226491,27.9245780275436
"17",545875,106375,0.889999985694885,545.875,106.375,0.907682140326108,0.37248576092134,0.554609940839522,27.9245780275436
"18",546125,106375,0.569999992847443,546.125,106.375,0.898517937355908,0.244292995569085,0.363738263403554,27.9245780275436
"19",546375,106375,0.629999995231628,546.375,106.375,0.888693890025459,0.274840355667358,0.409221531099483,27.9245780275436
"20",546625,106375,0.109999999403954,546.625,106.375,0.878214572095945,0.0486846580111409,0.0724886643520668,27.9245780275436
"21",546875,106375,0.0199999995529652,546.875,106.375,0.867101141058938,0.00892557855513984,0.0132896747037532,27.9245780275436
"22",547125,106375,0.0299999993294477,547.125,106.375,0.855441910400747,0.0134265557179062,0.0199913716271131,27.9245780275436
"23",547625,106375,0.129999995231628,547.625,106.375,0.831077074351814,0.0573405246504825,0.0853767534776368,27.9245780275436
"24",547875,106375,0.200000002980232,547.875,106.375,0.818749134112752,0.0868239442983701,0.12927587484597,27.9245780275436
"25",548125,106375,0.389999985694885,548.125,106.375,0.806483512550911,0.166383520894934,0.247735522700148,27.9245780275436
"26",548375,106375,0.490000009536743,548.375,106.375,0.79432041771091,0.20541553665891,0.305851956198603,27.9245780275436
"27",548625,106375,0.970000028610229,548.625,106.375,0.782252351152432,0.399172293921502,0.594344658354153,27.9245780275436
"28",548875,106375,0.0599999986588955,548.875,106.375,0.770115460020393,0.024328720581439,0.0362240700127662,27.9245780275436
"29",544125,106125,0.280000001192093,544.125,106.125,0.955950240410914,0.0928991975088004,0.13832157854022,27.9245780275436
"30",544375,106125,0.550000011920929,544.375,106.125,0.950985228909649,0.193204130317013,0.287669872319489,27.9245780275436
"31",544625,106125,0.0700000002980232,544.625,106.125,0.945454097967146,0.0259638858676674,0.0386587373686803,27.9245780275436
"32",544875,106125,0.850000023841858,544.875,106.125,0.939307665798899,0.330819148436946,0.492570743883929,27.9245780275436
"33",545125,106125,0.639999985694885,545.125,106.125,0.932532578071444,0.260088509671385,0.387256878236342,27.9245780275436
"34",545375,106125,0.860000014305115,545.375,106.125,0.925117868987577,0.36265226960856,0.539968436096529,27.9245780275436
"35",545625,106125,0.810000002384186,545.625,106.125,0.917036232595443,0.353416310177134,0.526216622064257,27.9245780275436
"36",545875,106125,0.639999985694885,545.875,106.125,0.908255173659653,0.287383436506102,0.427897459287218,27.9245780275436
"37",546125,106125,0.800000011920929,546.125,106.125,0.898780638669527,0.367963297483441,0.547876252084446,27.9245780275436
"38",546375,106125,0.910000026226044,546.375,106.125,0.8886369156433,0.42611076648026,0.634454499426104,27.9245780275436
