"","xm","ym","cover","x","y","progress","flow","std_flow","conductance"
"1",493125,153875,0.100000001490116,493.125,153.875,0.992304960742716,0.000289900849931136,0.00346446475974609,0.827607398764265
"2",493375,153875,0.0500000007450581,493.375,153.875,0.992252754324085,0.000136682727065889,0.00163342912343392,0.827607398764265
"3",494375,153875,0.540000021457672,494.375,153.875,0.991986431757035,0.00128420791285853,0.0153469472729808,0.827607398764265
"4",494625,153875,0.680000007152557,494.625,153.875,0.991901217604526,0.00157963452989863,0.018877447801246,0.827607398764265
"5",494875,153875,0.860000014305115,494.875,153.875,0.991804436904057,0.00197219124617776,0.0235687031393169,0.827607398764265
"6",495125,153875,0.0199999995529652,495.125,153.875,0.9916912015468,4.5944748185875e-05,0.000549063450566575,0.827607398764265
"7",497875,153875,0.0599999986588955,497.875,153.875,0.989286991841956,0.00010940594154115,0.00130745746025302,0.827607398764265
"8",498375,153875,0.150000005960464,498.375,153.875,0.98894897220153,0.000230024087743083,0.00274890655225038,0.827607398764265
"9",498625,153875,0.349999994039536,498.625,153.875,0.988808551578114,0.000500645755637096,0.00598297513764856,0.827607398764265
"10",498875,153875,0.389999985694885,498.875,153.875,0.988676400079749,0.000533919523402097,0.00638061383333781,0.827607398764265
"11",499125,153875,0.610000014305115,499.125,153.875,0.988544135095446,0.000818644565732974,0.00978322502129002,0.827607398764265
"12",499375,153875,0.419999986886978,499.375,153.875,0.988403436434311,0.000565146649701633,0.00675379410734729,0.827607398764265
"13",499625,153875,0.119999997317791,499.625,153.875,0.988245562884105,0.00016444433256052,0.00196519463544594,0.827607398764265
"14",489625,153625,0.239999994635582,489.625,153.625,0.99360972100348,0.00285047086075358,0.0340645977688914,0.827607398764265
"15",489875,153625,0.109999999403954,489.875,153.625,0.993381612994607,0.00117503726355596,0.0140423016764011,0.827607398764265
"16",490125,153625,0.680000007152557,490.125,153.625,0.993196765647747,0.006493564551995,0.0776014473944007,0.827607398764265
"17",490375,153625,0.670000016689301,490.375,153.625,0.993046712116585,0.00572007286924097,0.0683578226258132,0.827607398764265
"18",490625,153625,0.889999985694885,490.625,153.625,0.992923293669284,0.00680552691733951,0.0813295586481616,0.827607398764265
"19",490875,153625,1,490.875,153.625,0.992820060060712,0.00687496660198104,0.0821593987139138,0.827607398764265
"20",491125,153625,0.990000009536743,491.125,153.625,0.992732085760307,0.00614574599238318,0.0734448361155893,0.827607398764265
"21",491375,153625,0.990000009536743,491.375,153.625,0.992655774425228,0.00556678892908898,0.0665260004389595,0.827607398764265
"22",491625,153625,1,491.625,153.625,0.992588483168949,0.00510811785584399,0.0610446444168931,0.827607398764265
"23",491875,153625,1,491.875,153.625,0.992528157128708,0.00465397256801249,0.0556173738660454,0.827607398764265
"24",492125,153625,1,492.125,153.625,0.992473095869444,0.00425336033004984,0.0508298508868119,0.827607398764265
"25",492375,153625,1,492.375,153.625,0.992421793172474,0.00390022823164912,0.0466097400774263,0.827607398764265
"26",492625,153625,1,492.625,153.625,0.992372795768801,0.0035929471634392,0.042937572740203,0.827607398764265
"27",492875,153625,0.910000026226044,492.875,153.625,0.992324558767811,0.00303182231330569,0.0362318412131407,0.827607398764265
"28",493125,153625,0.910000026226044,493.125,153.625,0.992275304564053,0.0028372815808372,0.0339069790675748,0.827607398764265
"29",493375,153625,0.379999995231628,493.375,153.625,0.992222910453401,0.00112269365915595,0.0134167685919517,0.827607398764265
"30",494125,153625,0.209999993443489,494.125,153.625,0.992030417466985,0.000555420201477059,0.0066375580317389,0.827607398764265
"31",494375,153625,0.740000009536743,494.375,153.625,0.991952310753343,0.00189553858247131,0.0226526642514876,0.827607398764265
"32",494625,153625,0.270000010728836,494.625,153.625,0.991865316337489,0.000675874960218227,0.00807705455926418,0.827607398764265
"33",494875,153625,0.310000002384186,494.875,153.625,0.991765988223437,0.000765941922437252,0.00915340123675518,0.827607398764265
"34",497875,153625,0.129999995231628,497.875,153.625,0.989217452024128,0.000245526949013306,0.00293417374466696,0.827607398764265
"35",498125,153625,0.159999996423721,498.125,153.625,0.989039505182364,0.000277428855259777,0.00331541798726189,0.827607398764265
"36",498375,153625,0.509999990463257,498.375,153.625,0.988884803634932,0.000818450512373553,0.00978090598350388,0.827607398764265
"37",498625,153625,0.939999997615814,498.625,153.625,0.988744673918967,0.00142832275312152,0.0170691939844553,0.827607398764265
"38",498875,153625,0.769999980926514,498.875,153.625,0.98860910249889,0.00113932232455312,0.0136154897246555,0.827607398764265
"39",499125,153625,0.740000009536743,499.125,153.625,0.988468989868381,0.00109012458181758,0.0130275513105156,0.827607398764265
"40",499375,153625,0.230000004172325,499.375,153.625,0.988315520454084,0.000344616944275233,0.0041183503233486,0.827607398764265
"41",499625,153625,0.639999985694885,499.625,153.625,0.988140466044667,0.000981885719748917,0.0117340410522291,0.827607398764265
"42",499875,153625,0.00999999977648258,499.875,153.625,0.987933788351689,1.5966480025953e-05,0.000190807675797583,0.827607398764265
"43",489875,153375,0.349999994039536,489.875,153.375,0.993317229613574,0.00384957493178959,0.0460044070045158,0.827607398764265
"44",490125,153375,0.839999973773956,490.125,153.375,0.993138039756411,0.00825930381043603,0.0987029427409039,0.827607398764265
"45",490375,153375,0.920000016689301,490.375,153.375,0.992993293141519,0.008098462893769,0.0967808107849246,0.827607398764265
"46",490625,153375,0.980000019073486,490.625,153.375,0.992874460344533,0.00774959609619645,0.0926116725215401,0.827607398764265
"47",490875,153375,1,490.875,153.375,0.992774932880288,0.00713489497695074,0.0852656769306024,0.827607398764265
