"","x","y","distN","distE","sector","angle"
"1",478345.8151,139000.422499999,0.407488916153617,0.0814416213002227,"W",-2.92406665974979
"2",478345.8151,139250.422499999,0.412775263801982,0.0761580808217759,"W",-2.93863081207495
"3",478345.8151,139500.422499999,0.418061611450346,0.070874540343329,"W",-2.95292097740243
"4",478345.8151,139750.422499999,0.423347959098711,0.0655909998648822,"W",-2.96693914227448
"5",478345.8151,140000.422499999,0.428634306747076,0.0603074593864353,"W",-2.98068764593813
"6",478345.8151,140250.422499999,0.433920654395441,0.0550239189079885,"W",-2.9941691463043
"7",478345.8151,140500.422499999,0.439207002043805,0.0497403784295416,"W",-3.00738658731249
"8",478345.8151,140750.422499999,0.44449334969217,0.0444568379510948,"W",-3.02034316780789
"9",478345.8151,141000.422499999,0.449779697340535,0.0391732974726479,"W",-3.03304231200799
"10",478345.8151,141250.422499999,0.455066044988899,0.033889756994201,"W",-3.04548764160821
"11",478345.8151,141500.422499999,0.460352392637264,0.0286062165157542,"W",-3.05768294955253
"12",478345.8151,141750.422499999,0.465638740285629,0.0233226760373073,"W",-3.0696321754742
"13",478345.8151,142000.422499999,0.470925087933994,0.0180391355588605,"W",-3.08133938279431
"14",478595.8151,138250.422499999,0.389440196317151,0.0994807568590832,"W",-2.87225872569993
"15",478595.8151,138500.422499999,0.394726543965516,0.0941972163806364,"W",-2.88776772031044
"16",478595.8151,138750.422499999,0.40001289161388,0.0889136759021895,"W",-2.90299909181189
"17",478595.8151,139000.422499999,0.405299239262245,0.0836301354237427,"W",-2.91795335037587
"18",478595.8151,142000.422499999,0.473114764825365,0.0158506214353406,"W",-3.08611876009248
"19",478595.8151,142250.422499999,0.47840111247373,0.0105670809568937,"W",-3.09749083329195
"20",478595.8151,142500.422499999,0.483687460122095,0.00528354047844685,"W",-3.10863108243667
"21",478595.8151,142750.422499999,0.488973807770459,0,"W",-3.11954384283585
"22",478845.8151,137750.422499999,0.37667782412905,0.112236351939497,"W",-2.83367375161928
"23",478845.8151,138000.422499999,0.381964171777415,0.10695281146105,"W",-2.8498518833768
"24",478845.8151,138250.422499999,0.387250519425779,0.101669270982603,"W",-2.86575335839445
"25",478845.8151,142750.422499999,0.491163484661831,0.00528354047844685,"W",-3.1237327752597
"26",478845.8151,143000.422499999,0.496449832310196,0.00747205460196677,"W",-3.13438472510435
"27",479095.8151,137250.422499999,0.363915451940949,0.12499194701991,"W",-2.79348601052889
"28",479095.8151,137500.422499999,0.369201799589313,0.119708406541464,"W",-2.81032499649205
"29",479095.8151,137750.422499999,0.374488147237678,0.114424866063017,"W",-2.8268918287698
"30",479095.8151,143000.422499999,0.498639509201568,0.0127555950804136,"W",-3.1388004465392
"31",479095.8151,143250.422499999,0.503925856849932,0.0149441092039335,"W",3.13349921280378
"32",479095.8151,143500.422499999,0.509212204498297,0.0202276496823804,"W",3.1223938135452
"33",479345.8151,137000.422499999,0.356439427401212,0.132464001621877,"W",-2.76921350929909
"34",479345.8151,137250.422499999,0.361725775049577,0.12718046114343,"W",-2.7864320497078
"35",479345.8151,143500.422499999,0.511401881389669,0.0224161638059003,"W",3.11772309391498
"36",479345.8151,143750.422499999,0.516688229038034,0.0276997042843472,"W",3.10627340993456
"37",479345.8151,144000.422499999,0.521974576686398,0.032983244762794,"W",3.09457425271318
"38",479345.8151,144250.422499999,0.527260924334763,0.0382667852412409,"W",3.08262068789823
"39",479595.8151,136750.422499999,0.348963402861476,0.139936056223844,"S W",-2.74441391718595
"40",479595.8151,137000.422499999,0.35424975050984,0.134652515745397,"W",-2.76200388846722
"41",479595.8151,144250.422499999,0.529450601226135,0.0404552993647608,"W",3.07759369630747
"42",479595.8151,144500.422499999,0.5347369488745,0.0457388398432077,"W",3.0652720695624
"43",479595.8151,144750.422499999,0.540023296522864,0.0510223803216545,"W",3.052684471438
"44",479845.8151,136500.422499999,0.341487378321739,0.147408110825811,"S W",-2.71910136076457
"45",479845.8151,136750.422499999,0.346773725970104,0.142124570347364,"S W",-2.73705244862706
"46",479845.8151,144750.422499999,0.542212973414236,0.0532108944451744,"W",3.04739153034679
"47",479845.8151,145000.422499999,0.547499321062601,0.0584944349236213,"W",3.03442000009579
"48",479845.8151,145250.422499999,0.552785668710966,0.0637779754020681,"W",3.02117170551597
"49",479845.8151,145500.422499999,0.55807201635933,0.069061515880515,"W",3.00764249490381
"50",480095.8151,136250.422499999,0.334011353782003,0.154880165427778,"S W",-2.69329318235606
"51",480095.8151,136500.422499999,0.339297701430367,0.149596624949331,"S W",-2.71159278546497
"52",480095.8151,145500.422499999,0.560261693250702,0.0712500300040349,"W",3.001955301588
"53",480095.8151,145750.422499999,0.565548040899067,0.0765335704824818,"W",2.98802218890802
"54",480095.8151,146000.422499999,0.570834388547432,0.0818171109609286,"W",2.97379916729312
"55",480345.8151,135750.422499999,0.321248981593901,0.167635760508191,"S W",-2.64815136378195
"56",480345.8151,136000.422499999,0.326535329242266,0.162352220029744,"S W",-2.66701004638629
"57",480345.8151,136250.422499999,0.331821676890631,0.157068679551297,"S W",-2.68564320501821
"58",480345.8151,146000.422499999,0.573024065438803,0.0840056250844485,"W",2.96782211850029
"59",480345.8151,146250.422499999,0.578310413087168,0.0892891655628954,"W",2.9531837120182
"60",480345.8151,146500.422499999,0.583596760735533,0.0945727060413423,"W",2.93824827869366
"61",480595.8151,135250.422499999,0.3084866094058,0.180391355588605,"S W",-2.60175263861116
